Dealer Name,Address,City,State,County,ZipCode,OEM #1,Sales,Service,Financing,Dealer Website,Dealer Phone,Dealer Email,Facebook Link,Google Score,# Google,lat,lng
L & K INDUSTRIES LLC,"805 SUE STREET, HOUSTON, TX 77009",HOUSTON,Texas,Harris,77009,Generac,Yes,Yes,No,,713-501-7920,,,,,29.807406,-95.36052819999999
JMH SERVICES LLC,"2529 Bayou Rd, Baytown, TX 77520",Baytown,Texas,Harris,77520,Generac,Yes,Yes,No,,281-507-4854,,,,,29.7473224,-94.933044
GO GREEN ELECTRICAL SERVICES LLC,"5950 N SAM HOUSTON PKWY EAST #406, Humble, TX 77396",Humble,Texas,Harris,77396,Generac,Yes,Yes,No,www.gogelectrical.com,832-483-4931,,,,,29.9387996,-95.3000818
FACILITIES ELECTRIC,"12933 BRITTMOORE PARK DR, HOUSTON, TX 77041",HOUSTON,Texas,Harris,77041,Generac,Yes,Yes,No,www.facilitieselectric.com,713-647-6767,,,,,29.8560648,-95.58609829999999
POWER NOW LLC,"16203 LADINO RUN, Cypress, TX 77535",Cypress,Texas,Liberty,77535,Generac,Yes,Yes,No,www.powernowllc.com,832-448-0478,,,,,29.99155499999999,-95.67756
TEXAS ELITE GENERATORS INC,"PO BOX 240, HOCKLEY, TX 77447",HOCKLEY,Texas,Harris,77447,Generac,Yes,Yes,No,www.texaselitegenerators.com,832-773-8743,,,,,30.026861,-95.8458562
GENSOLUTIONS LLC,"14519 EAST FREEWAY, HOUSTON, TX 77015",HOUSTON,Texas,Harris,77015,Generac,Yes,No,No,www.gensolutionsllc.com,281-643-7000,,,,,29.7716351,-95.16451830000001
"INDUCON, INC.","1514 WEST MAIN, LAPORTE, TX 77571",LAPORTE,Texas,Harris,77571,Generac,Yes,No,No,www.induconinc.com,281-326-5400,,,,,29.6655801,-95.0346232
BAYOU CITY AIRE LLC,"627 WEST 19TH STE 202, HOUSTON, TX 77008",HOUSTON,Texas,Harris,77008,Generac,Yes,No,No,www.bayoucityac.com,713-444-3588,,,,,29.8029508,-95.40932079999999
"AARON-CARTER ELECTRIC, INC","1714 STRAWN RD, HOUSTON, TX 77039",HOUSTON,Texas,Harris,77039,Generac,Yes,No,No,aaroncarterelectric.com,713-962-2797,,,,,29.91638799999999,-95.36073069999999
GORDON GUY MILES,"1903 DECKER DR, Baytown, TX 77520",Baytown,Texas,Harris,77520,Generac,Yes,No,No,,281-427-4876,,,,,29.7405731,-94.982034
"ONSITE MAINTENANCE, INC","6614 MALIBU DRIVE, HOUSTON, TX 77092",HOUSTON,Texas,Harris,77092,Generac,Yes,No,No,,713-460-2152,,,,,29.83484959999999,-95.4894764
ABACUS PLUMBING A/C & ELECTRICAL,"15851 VICKERY DRIVE, HOUSTON, TX 77032",HOUSTON,Texas,Harris,77032,Generac,Yes,No,No,www.abacusplubming.net,713-812-7070,,,,,29.9490334,-95.3155601
GO ELECTRIC GENERATOR,"1814 NOGALUS DR, CROSBY, TX 77532",CROSBY,Texas,Harris,77532,Generac,Yes,No,Yes,www.84generator.com,832-865-9001,,,,,29.9945783,-95.1198574
HURRICANE EQUIPMENT & SERVICE INC,"9405 MONTRIDGE, HOUSTON, TX 77080",HOUSTON,Texas,Harris,77080,Generac,Yes,No,No,,713-702-0895,,,,,29.8079666,-95.5213586
PRINCIPAL ELECTRICAL CONTRACTORS,"4125 HOLLISTER ST SUITE T, HOUSTON, TX 77080",HOUSTON,Texas,Harris,77080,Generac,Yes,No,No,,713-895-9606,,,,,29.8312588,-95.51027160000001
F D & D LLC,"1801 SHERWOOD FOREST ST, HOUSTON, TX 77043",HOUSTON,Texas,Harris,77043,Generac,Yes,No,No,,281-579-3345,,,,,29.7993407,-95.5803535
Mr. Electric Of NW Houston,"13329 VETERANS MEMORIAL DR, HOUSTON, TX 77014",HOUSTON,Texas,Harris,77014,Generac,Yes,No,No,,281-919-2130,,,,,29.9805964,-95.49388069999999
STEPHEN GUILLORY,"1620 ENCLAVE PARKWAY, HOUSTON, TX 77077",HOUSTON,Texas,Harris,77077,Generac,Yes,No,No,,832-233-7394,,,,,29.7500547,-95.618909
PEACE OF MIND ELECTRICAL LLC,"6223 BILLINGTON, HOUSTON, TX 77084",HOUSTON,Texas,Harris,77084,Generac,Yes,No,Yes,,281-583-7233,,,,,29.8656636,-95.6375596
BLUELINE PROFESSIONAL SERVICES,"12515 FERN VALE CT., HOUSTON, TX 77065",HOUSTON,Texas,Harris,77065,Generac,Yes,No,No,,281-807-3401,,,,,29.9282945,-95.6069073
ECO GREEN SERVICES,"13326 VIA BAROLO, Cypress, TX 77429",Cypress,Texas,Harris,77429,Generac,Yes,No,Yes,,281-682-1511,,,,,29.9758584,-95.6134142
ECO-SMART POWER INC,"219 N Sycamore St, Tomball, TX 77375",Tomball,Texas,Harris,77375,Generac,Yes,No,No,,713-899-1135,,,,,30.099743,-95.61380419999999
A & A GENPRO INC.,"2870 GESSNER SUITE C14, HOUSTON, TX 77080",HOUSTON,Texas,Harris,77080,Generac,No,Yes,No,,713-830-3280,,,,,29.8242092,-95.54417439999999
DIKONIA ELECTRIC LLC.,"19103 INTERSTATE 45, SPRING, TX 77388",SPRING,Texas,Harris,77388,Generac,No,Yes,No,,281-646-8580,,,,,30.0441269,-95.4315554
COASTAL HVAC SUPPLY,"51 ESPLANADE BLVD, HOUSTON, TX 77060",HOUSTON,Texas,Harris,77060,Generac,Yes,No,No,www.coastalhvacsupply.com,281-445-3237,,,,,29.9350735,-95.4092029
ZENITH POWER SYSTEMS,"2831 US-290, BRENHAM, TX 77833",BRENHAM,Texas,Washington,77833,Generac,Yes,Yes,Yes,www.zenithgenerators.com,979-212-1929,,,,,30.166136,-96.438606
"TEXAS STAR PROPANE SERVICES, INC.","45664 FM 1774, PLANTERSVILLE, TX 77363",PLANTERSVILLE,Texas,Grimes,77363,Generac,Yes,Yes,Yes,www.texasstarpropane.com,281-259-2162,,,,,30.234787,-95.810419
W. DICKERSON COMPANY,"5395 TALL PINE ROAD, NAVASOTA, TX 77868",NAVASOTA,Texas,Grimes,77868,Generac,Yes,Yes,Yes,,936-727-0297,,,,,30.2924575,-95.920726
UNIVERSITY ELECTRICAL SERVICES,"8524 SHADY LN, BRYAN, TX 77808",BRYAN,Texas,Brazos,77808,Generac,Yes,No,No,,979-820-1044,,,,,30.7145847,-96.23566579999999
"BEVERS ELECTRICAL CONTRACTING, INC.","1813 S MARKET ST, BRENHAM, TX 77833",BRENHAM,Texas,Washington,77833,Generac,Yes,No,No,,979-830-1905,,,,,30.1526046,-96.3915574
ARDON MAINTENANCE,"1560 HWY 75 N, MADISONVILLE, TX 77864",MADISONVILLE,Texas,Madison,77864,Generac,Yes,Yes,Yes,www.ardonmaintenance.com,936-349-0455,,,,,30.9706451,-95.9169981
MCCOY ELECTRICAL SERVICES LLC,"100 MESQUITE ST, GIDDINGS, TX 78942",GIDDINGS,Texas,Lee,78942,Generac,Yes,No,No,,512-484-3270,,,,,30.1905278,-96.9292787
TEMPLETON ELECTRIC CO.,"214 WEST FOURTH STREET, HEARNE, TX 77859",HEARNE,Texas,Robertson,77859,Generac,Yes,No,No,www.templetonelectricco.com,979-279-6644,,,,,30.8811866,-96.5970888
DEPENDABLE GENERATORS,"PO BOX 623, NORMANGEE, TX 77871",NORMANGEE,Texas,Leon,77871,Generac,Yes,No,No,www.dependablegenerators.com,936-263-2703,,,,,31.028315,-96.11471499999999
"GENERATOR SUPERCENTER, INC","3223 SSW LOOP 323, TYLER, TX 75703",TYLER,Texas,Smith,75703,Generac,Yes,Yes,Yes,www.generatorsupercenter.com,866-516-7199,,,,,32.3106337,-95.34168679999999
BNK SERVICES,"2100 W MLK JR BlVD #5, TYLER, TX 75710",TYLER,Texas,Smith,75710,Generac,Yes,Yes,Yes,,903-597-9300,,,,,32.36838,-95.32471489999999
BURT ELECTRIC,"9763 CR 2285, TYLER, TX 75707",TYLER,Texas,Smith,75707,Generac,No,Yes,No,,903-592-1557,,,,,32.3356819,-95.25627039999999
EAST TEXAS EQUIPMENT SALES & SERV,"21933 FM 2493, Bullard, TX 75757",Bullard,Texas,Smith,75757,Generac,Yes,Yes,Yes,,903-894-8242,,,,,32.1604679,-95.3349259
ZION ELECTRIC LLC.,"9746 F.M. 607 NORTH., BROWNSBORO, TX 75756",BROWNSBORO,Texas,Henderson,75756,Generac,Yes,Yes,Yes,zionelectric.com,903-288-6486,,,,,32.2841886,-95.6380921
Electrical & Lift Services,"1, Big Sandy, TX 75755",Big Sandy,Texas,Upshur,75755,Generac,Yes,Yes,No,,903-520-0295,,,,,32.5765571,-95.1241617
PK POWER SYSTEMS,"3209 RESTVIEW STREET, LONGVIEW, TX 75605",LONGVIEW,Texas,Gregg,75605,Generac,Yes,Yes,No,,903-241-0583,,,,,32.5435095,-94.7807701
AGAPE ELECTRICAL SERVICES LLC,"170 VZ County Road 2923, Mabank, TX 75147",Mabank,Texas,Kaufman,75147,Generac,Yes,Yes,No,,214-449-7226,,,,,32.3974118,-95.9817262
PROTON ELECTRIC,"719 W FRONT ST SUITE 69, TYLER, TX 75702",TYLER,Texas,Smith,75702,Generac,Yes,No,No,,903-714-4485,,,,,32.3472498,-95.30837179999999
KNOX ENTERPRISES,", CHANDLER, TX 75758",CHANDLER,Texas,Henderson,75758,Generac,Yes,No,No,,903-521-9037,,,,,32.3079269,-95.479957
C & B ELECTRIC,"106560, HAWKINS, TX 75765",HAWKINS,Texas,Wood,75765,Generac,Yes,No,No,,903-571-4123,,,,,32.5835676,-95.2045917
WILLIS HOGG,"416 PINE ROAD, Big Sandy, TX 75755",Big Sandy,Texas,Upshur,75755,Generac,Yes,No,No,www.electexenergy.com,214-202-8746,,,,,32.5859848,-95.0402149
DYNAMIC ELECTRICIANS,"PO BOX 1721, GLADEWATER, TX 75647",GLADEWATER,Texas,Gregg,75647,Generac,Yes,No,No,www.dynamic-electricians.com,903-452-2029,,,,,32.53653329999999,-94.94271680000001
"CORNERSTONE ELECTRIC, LLC.","223 NORTH WHATLEY ROAD, WHITE OAK, TX 75693",WHITE OAK,Texas,Gregg,75693,Generac,Yes,No,No,www.cornerstoneelectricllc.com,903-738-8308,,,,,32.535973,-94.84893799999999
"TRI-STATE WATER, POWER & AIR","1243 MARKET ST, LONGVIEW, TX 75604",LONGVIEW,Texas,Gregg,75604,Generac,Yes,No,No,www.tristatewhywait.com,903-759-6490,,,,,32.4923188,-94.8146842
DNR ELECTRIC SERVICE,"608 LORAINE COURT, LONGVIEW, TX 75604",LONGVIEW,Texas,Gregg,75604,Generac,Yes,No,No,,903-738-7245,,,,,32.5228292,-94.7969753
HILL ELECTRIC CO. LLC,"107 S. TRINITY ST., GILMER, TX 75644",GILMER,Texas,Upshur,75644,Generac,Yes,No,No,,903-843-2742,,,,,32.7282752,-94.9461498
BUDDY'S ELECTRIC SERVICES LLC,"924 NORTH PERRY STREET, PALESTINE, TX 75801",PALESTINE,Texas,Anderson,75801,Generac,Yes,No,No,,903-729-2323,,,,,31.769438,-95.6256294
HARBER ELECTRIC LLC,"1, HALLSVILLE, TX 75650",HALLSVILLE,Texas,Harrison,75650,Generac,Yes,No,Yes,,903-938-1197,,,,,32.504316,-94.5740934
"DAYSTAR ELECTRI-COMM, INC.","17662 CR 196, FLINT, TX 75762",FLINT,Texas,Smith,75762,Generac,No,Yes,No,www.daystar-electric.com,903-534-5850,,,,,32.2264336,-95.4134069
WPI - Kilgore,"3106 North Highway 42, Kilgore, TX 75662",Kilgore,Texas,Gregg,75662,Generac,Yes,No,No,,972-352-4100,,,,,32.4114402,-94.8681481
"CLIFFORD POWER SYSTEMS, INC","1913 E. HWY 80, WHITE OAK, TX 75693",WHITE OAK,Texas,Gregg,75693,Generac,Yes,Yes,No,www.cliffordpower.com,903-291-8305,,,,,32.5134479,-94.8342009
CBH INC,"1625 DBA SCOTT HAMILTON CUSTOM BUILDER, LONGVIEW, TX 75605",LONGVIEW,Texas,Gregg,75605,Generac,Yes,No,No,,903-753-6773,,,,,32.522825,-94.688909
WALDROP ELECTRIC & AIR CONDITIONING,"1206 S CLAY, ENNIS, TX 75119",ENNIS,Texas,Ellis,75119,Generac,Yes,No,No,,972-875-6836,,,,,32.3153565,-96.62694599999999
G & S ELECTRIC LLC,"2127 McClellan St, Shreveport, LA 71103",Shreveport,Louisiana,Caddo Parish,71103,Generac,Yes,Yes,Yes,www.g-selectric.com,318-424-8100,,,,,32.49087069999999,-93.75799169999999
"WILHITE ELECTRIC CO., INC.","4450 VIKING LOOP, BOSSIER CITY, LA 71111",BOSSIER CITY,Louisiana,Bossier,71111,Generac,Yes,Yes,Yes,www.wilhiteelectric.com,318-747-3780,,,,,32.5503209,-93.67901599999999
MY ELECTRIC,"137 DIXIE TRAIL, CARTHAGE, TX 75633",CARTHAGE,Texas,Panola,75633,Generac,Yes,Yes,No,,713-703-6765,,,,,32.1339871,-94.3646005
HAL'S A/C & ELECTRICAL,"1717 NE LOOP, CARTHAGE, TX 75633",CARTHAGE,Texas,Panola,75633,Generac,Yes,Yes,Yes,,903-693-7451,,,,,32.1654477,-94.32132020000002
CHARLES RUTHERFORD,"8129 FM 139, JOAQUIN, TX 75954",JOAQUIN,Texas,Shelby,75954,Generac,Yes,Yes,No,,936-554-3624,,,,,31.9657232,-94.0538028
ARK-LA-TEX ELECTRIC INC,"15437 US HWY 80 EAST, WASKOM, TX 75692",WASKOM,Texas,Harrison,75692,Generac,Yes,Yes,Yes,,903-687-4005,,,,,32.4879272,-94.13226279999999
ALTERNATIVE POWER SOLUTIONS LLC,"9912 Wildoak Drive, Shreveport, LA 71106",Shreveport,Louisiana,Caddo Parish,71106,Generac,Yes,Yes,Yes,,318-798-5588,,,,,32.366969,-93.70882689999999
WHEELER GENERATOR LLC,"101 WEST FRONT STREET, Shreveport, LA 71107",Shreveport,Louisiana,Caddo Parish,71107,Generac,No,Yes,No,www.arklatexgenerator.com,318-423-8028,,,,,32.5796498,-93.8922916
"PRECISION MECHANICAL SERVICES, INC.","3910 INDUSTRIAL CIRCLE, BOSSIER CITY, LA 71112",BOSSIER CITY,Louisiana,Bossier,71112,Generac,Yes,Yes,Yes,precision24.net,318-746-8147,,,,,32.5292685,-93.64992769999999
SMOAK SOLAR SYSTEMS LLC,"326 DEPOT RD, KEATCHIE, LA 71046",KEATCHIE,Louisiana,De Soto,71046,Generac,Yes,No,No,,318-349-4559,,,,,32.1732968,-93.9352631
ANTHONY TECHNICAL SERVICES LLC,"303 LOWERY ROAD, LOGANSPORT, LA 71049",LOGANSPORT,Louisiana,De Soto,71049,Generac,Yes,No,No,,318-697-4871,,,,,31.922776,-93.9225452
NATIONAL REPAIR SERVICE INC.,"1254 DALZELL ST, Shreveport, LA 71103",Shreveport,Louisiana,Caddo Parish,71103,Generac,Yes,No,No,,318-222-3430,,,,,32.4893275,-93.75641680000001
DESTINY ELECTRIC LLC,"460 W 61ST STREET, Shreveport, LA 71106",Shreveport,Louisiana,Caddo Parish,71106,Generac,Yes,No,No,,318-344-5984,,,,,32.4506896,-93.76484959999999
MOUNT DADDY LLC,"9228 LINWOOD AVE SUITE D, Shreveport, LA 71106",Shreveport,Louisiana,Caddo Parish,71106,Generac,Yes,No,No,www.mountdaddy.com,318-455-9668,,,,,32.4116366,-93.76386529999999
A-ELECTRIC COMPANY,"1641 Barton Dr Bldg C, Shreveport, LA 71107",Shreveport,Louisiana,Caddo Parish,71107,Generac,Yes,No,Yes,a-lectriccompany.com,318-469-3883,,,,,32.5399761,-93.77484129999999
C&S DIRTWORKS LLC,"4716 JEAN CIR, Shreveport, LA 71105",Shreveport,Louisiana,Caddo Parish,71105,Generac,Yes,No,Yes,,318-344-7804,,,,,32.4588081,-93.69185139999999
CUSTOM WIRED ELECTRIC LLC,"401 PERFECT PLACE, BOSSIER CITY, LA 71111",BOSSIER CITY,Louisiana,Bossier,71111,Generac,Yes,No,No,,318-423-7725,,,,,32.6151059,-93.7169376
PIONEER COMFORT CONTROL SYSTEMS INC,"1030 DBA PIONEER COMFORT SYSTEMS, Shreveport, LA 71105",Shreveport,Louisiana,Caddo Parish,71105,Generac,No,Yes,No,www.pioneercomfortsystems.com,318-795-8000,,,,,32.413736,-93.725023
BOB DAVIS ELECTRIC CO. INC.,"401 6TH STREET, Shreveport, LA 71101",Shreveport,Louisiana,Caddo Parish,71101,Generac,No,Yes,No,,318-222-8745,,,,,32.5037308,-93.7389666
Power Up Electric LLC.,"3080 Knolin Dr Ste 5, BOSSIER CITY, LA 71112",BOSSIER CITY,Louisiana,Bossier,71112,Generac,No,Yes,No,,318-741-0810,,,,,32.5251573,-93.69414019999999
ARCCO COMPANY SERVICES INC,"4704 VIKING DRIVE, BOSSIER CITY, LA 71111",BOSSIER CITY,Louisiana,Bossier,71111,Generac,Yes,Yes,No,,225-275-2722,,,,,32.5522933,-93.6746203
Coastal Power Products,"1321 County Road 47, Angleton, TX 77515",ANGLETON,Texas,Brazoria,77515,Kohler,Yes,Yes,No,http://coastalpowerproducts.kohlergeneratordealer.com,713-213-4214,,,,,29.277039,-95.365459
Mobile Marine and RV,"1710 East Kyle Road, Clute, TX 77531",CLUTE,Texas,Brazoria,77531,Kohler,Yes,Yes,No,,979-482-3116,,,,,29.0456125,-95.3884133
MNI Diesel Inc.,"7001 Easthaven Building 1, Houston, TX 77017",HOUSTON,Texas,Harris,77017,Kohler,Yes,Yes,No,,281-484-4550,,,,,29.667156,-95.257325
Starbrite Electric Inc.,"1150 Kloecker Road, Sealy, TX 77474",SEALY,Texas,Austin,77474,Kohler,Yes,Yes,No,,979-885-4877,,,,,29.7648738,-96.1747018
Emergency Power Service,"3598 Highway 327, Kountze, TX 77625",Kountze,Texas,Hardin,77625,Kohler,Yes,Yes,Yes,,409-899-3908,,,,,30.3412183,-94.27849610000001
New Source Energy Constructors Inc.,"302 D West Plum, Daisetta, TX 77533",DAISETTA,Texas,Liberty,77533,Kohler,Yes,Yes,No,,936-334-1113,,,,,30.1096469,-94.6464347
Ark Generators,"1925 Longmire Drive Building 3, Conroe, TX 77304",CONROE,Texas,Montgomery,77304,Kohler,Yes,Yes,Yes,http://arkgenerators.kohlergeneratordealer.com,936-441-4275,,,,,30.337944,-95.50771999999999
J Paul Craig Electric & Rental Properties LLC,"626 County Road 200, Nacogdoches, TX 75965",NACOGDOCHES,Texas,Nacogdoches,75965,Kohler,Yes,Yes,Yes,http://jpaulcraigelectricrentalpropertiesllc.kohlergeneratordealer.com,936-564-5631,,,,,31.690083,-94.61157610000001
Generator Power Systems LLC,"21555 Rhodes Road, Spring, TX 77388",SPRING,Texas,Harris,77388,Kohler,Yes,Yes,Yes,http://generatorpowersystemsllc.kohlergeneratordealer.com,281-350-8222,,,,,30.0757744,-95.4974043
Reliant Energy Retail Services LLC,"1050 N. Post Oak Ste 240, Houston, TX 77055",HOUSTON,Texas,Harris,77055,Kohler,Yes,Yes,Yes,http://reliantenergyretailservicesllc.kohlergeneratordealer.com,855-457-5700,,,,,29.78608729999999,-95.4558715
Coastal Power Products ,"1321 County Road 47, Angleton, TX 77515",ANGLETON,Texas,Brazoria,77515,Kohler,Yes,Yes,No,http://coastalpowerproducts.kohlergeneratordealer.com,713-213-4214,,,,,29.277039,-95.365459
Ark Generators ,"1925 Longmire Drive Building 3, Conroe, TX 77304",CONROE,Texas,Montgomery,77304,Kohler,Yes,Yes,Yes,http://arkgenerators.kohlergeneratordealer.com,936-441-4275,,,,,30.337944,-95.50771999999999
KISS Generators,"8860 Congo Lane, Houston, TX 77040",HOUSTON,Texas,Harris,77040,Kohler,Yes,Yes,Yes,http://kissgenerators.kohlergeneratordealer.com,832-723-6030,,,,,29.8830986,-95.5314227
Lutz Electrical Contracting LP,"4910 Darling, Houston, TX 77007",HOUSTON,Texas,Harris,77007,Kohler,Yes,Yes,Yes,,281-679-7000,,,,,29.780257,-95.41097
Grasten Technologies,"32111 Tamina Road, Magnolia, TX 77354",MAGNOLIA,Texas,Montgomery,77354,Kohler,Yes,Yes,Yes,http://grastentechnologies.kohlergeneratordealer.com,832-381-2888,,,,,30.2097192,-95.57653049999999
ATI Advantage,"39397 FM 529, Brookshire, TX 77423",BROOKSHIRE,Texas,Waller,77423,Kohler,Yes,Yes,No,,979-826-9770,,,,,29.91504479999999,-96.0444333
Community Motors Inc.,"22159 Kent Drive, New Caney, TX 77357",New Caney,Texas,Montgomery,77357,Kohler,Yes,Yes,No,,281-354-8087,,,,,30.1250528,-95.2127625
Generator Sales and Service,"22019 Rosewood Trail, Tomball, TX 77377",Tomball,Texas,Harris,77377,Kohler,Yes,Yes,No,,832-702-6664,,,,,30.0805876,-95.7161208
Wabtec Gobal Services,"7402 Eastex Freeway, Houston, TX 77093",HOUSTON,Texas,Harris,77093,Kohler,Yes,Yes,No,http://wabtecglobalservices.kohlergeneratordealer.com,713-222-0792,,,,,29.8269246,-95.33375319999999
McCaffety Electrical Co. Inc.,"1711 Sycamore, Huntsville, TX 77340",HUNTSVILLE,Texas,Walker,77340,Kohler,Yes,Yes,No,,936-295-2831,,,,,30.7157755,-95.53931779999999
East Texas Equipment Sales & Service,"21933 FM 2493, Bulliard, TX 75757",Bulliard,Texas,Smith,75757,Kohler,Yes,Yes,No,,903-894-8242,,,,,32.1604679,-95.3349259
Mid South Engine & Machine,"2201 E US Highway 80, White Oak, TX 75693",WHITE OAK,Texas,Gregg,75693,Kohler,Yes,Yes,No,,903-297-0199,,,,,32.5126255,-94.8323064
A-Lectric Company And Contracting LLC,"1641 Barton Drive Building C, Shreveport, LA 71107",Shreveport,Louisiana,Caddo Parish,71107,Kohler,Yes,Yes,Yes,,318-469-3883,,,,,32.5399761,-93.77484129999999
R & R Services LLC,"4807 Hazel Jones Road, Bossier City, LA 71111",BOSSIER CITY,Louisiana,Bossier,71111,Kohler,Yes,Yes,No,,318-841-7625,,,,,32.5501959,-93.6679091
Land & Sea Service Inc.,"1900 Oak Street, Lamarque, TX 77568",Lamarque,Texas,Galveston,77568,Kohler,Yes,Yes,No,,409-935-9466,,,,,29.361486,-94.9526633
"R&R POWER SERVICES, LLC","4807 Hazel Jones Rd, Bossier City, Louisiana 71111",BOSSIER CITY,Louisiana,Bossier,71111,Cummins,Yes,Yes,No,,(318) 841-7625,,,,,32.5501959,-93.6679091
VALENTINE MECHANICAL SERVICES LLC,"32964 Paille Ln, Springfield, LA 70462, USA",Springfield,Louisiana,Livingston,70462,Generac,Yes,Yes,Yes,http://www.louisianagenerators.com/,225-753-6266,,,,,30.3721781,-90.548484
SHOCKWAVE ELECTRIC LLC,"503 S HOLLYWOOD RD, HOUMA, LA 70360, USA",HOUMA,Louisiana,Terrebonne,70360,Generac,Yes,Yes,Yes,http://www.shockwavegenerators.com/,985-790-9125,,,,,29.5958353,-90.7605012
C&D ELECTRICAL AND GENERATORS INC.,"225 LYNWOOD DR, Houma, LA 70360, USA",Houma,Louisiana,Terrebonne,70360,Generac,Yes,Yes,Yes,www.canddgenerators.com,985-665-8236,,,,,29.5781374,-90.74641199999999
"COMFORT ENGINEERED SYSTEMS, INC","1050 S Jefferson Davis Pkwy Ste 205, New Orleans, LA 70125, USA",New Orleans,Louisiana,Orleans,70125,Generac,Yes,Yes,Yes,www.com4tgenerators.com,504-602-6648,,,,,29.959108,-90.1023527
"MAGIC ELECTRIC, INC.","2010 AMERICA STREET, MANDEVILLE, LA 70448, USA",MANDEVILLE,Louisiana,St. Tammany,70448,Generac,Yes,Yes,Yes,www.magicelectric.biz,985-674-2960,,,,,30.3664922,-90.0603574
LIGHTNING SERVICE INC.,"3201 Metairie Rd, Metairie, LA 70001, USA",Metairie,Louisiana,Jefferson Parish,70001,Generac,Yes,Yes,Yes,https://www.lightningserviceinc.com/,504-837-3278,,,,,29.9767159,-90.1566306
READY POWER,"4809 Clio St, New Orleans, LA 70125, USA",New Orleans,Louisiana,Orleans,70125,Generac,Yes,Yes,Yes,www.readypowerusa.com,504-310-4410,,,,,29.9597266,-90.1063347
GENSOUTH,"190 PARK PLACE, SAINT ROSE, LA 70087, USA",SAINT ROSE,Louisiana,St. Charles,70087,Generac,Yes,Yes,No,https://www.gensouth.net/,504-496-0090,,,,,29.9720531,-90.29521009999999
CHARGER ELECTRICAL SERVICES LLC,"8966 Park Ave, Houma, LA 70363, USA",Houma,Louisiana,Terrebonne,70363,Generac,Yes,Yes,Yes,http://chargerelectric.com/,985-360-3034,,,,,29.5974008,-90.6888514
FRISCHHERTZ ELECTRIC CO. INC,"4240 TOULOUSE STREET, NEW ORLEANS, LA 70119, USA",NEW ORLEANS,Louisiana,Orleans,70119,Generac,Yes,Yes,Yes,www.frischhertz.com,504-482-1146,,,,,29.9796016,-90.0991593
"DUCOTE ELECTRIC, INC.","1304 FULTON STREET, KENNER, LA 70062, USA",KENNER,Louisiana,Jefferson Parish,70062,Generac,Yes,Yes,Yes,www.ducoteelectric.com,504-468-6158,,,,,30.0038944,-90.250343
"BURKHARDT A/C, HTG, & REF INC","1932 SURGI DR., MANDEVILLE, LA 70448, USA",MANDEVILLE,Louisiana,St. Tammany,70448,Generac,Yes,Yes,No,www.burkhardtsair.com,985-626-7741,,,,,30.378804,-90.0497561
CONSOLIDATED PERFORMANCE GROUP,"2200 N. CAUSEWAY BLVD., MANDEVILLE, LA 70471, USA",MANDEVILLE,Louisiana,St. Tammany,70471,Generac,Yes,Yes,No,www.cpgpower.com,985-674-5722,,,,,30.3998554,-90.0874997
CUSTOM POWER SOLUTIONS LLC,"Destrehan, DESTREHAN, LA 70047, USA",DESTREHAN,Louisiana,St. Charles,70047,Generac,Yes,Yes,No,http://www.custompowersolutionsllc.com/,504-234-7407,,,,,29.9572787,-90.37848079999999
B POWERED ELECTRIC LLC,"2082 BENEFIT ST, NEW ORLEANS, LA 70122, USA",NEW ORLEANS,Louisiana,Orleans,70122,Generac,Yes,Yes,Yes,http://bpoweredelectric.com/,504-606-9273,,,,,29.9904887,-90.0612232
AIR COOLED ENGINES INC.,"2520 4TH STREET, HARVEY, LA 70058, USA",HARVEY,Louisiana,Jefferson Parish,70058,Generac,Yes,Yes,Yes,www.acegenerator.com,504-362-6877,,,,,29.9085471,-90.07900959999999
ROBERT REFRIGERATION SERVICE INC,"1028 W HAIRMAW CT, METAIRIE, LA 70001, USA",METAIRIE,Louisiana,Jefferson Parish,70001,Generac,Yes,Yes,No,www.robertrefrigeration.com,504-282-0625,,,,,29.97155649999999,-90.1378706
FACIANE ELECTRICAL SERVICES LLC,"3625 PEACHTREE ST, SLIDELL, LA 70458, USA",SLIDELL,Louisiana,St. Tammany,70458,Generac,Yes,Yes,No,www.fes-la.com,985-718-0790,,,,,30.250423,-89.77980699999999
"KASTNER ELECTRIC, INC.","3183 TERRACE AVENUE, SLIDELL, LA 70458, USA",SLIDELL,Louisiana,St. Tammany,70458,Generac,Yes,Yes,Yes,www.kastnerelectric.com,985-643-9358,,,,,30.2593249,-89.7727857
PREMIER GENERATOR SALES & SERVICE,"1039 ACADIAN DR., MADISONVILLE, LA 70447, USA",MADISONVILLE,Louisiana,St. Tammany,70447,Generac,Yes,Yes,No,www.premier-generator.com,985-264-2895,,,,,30.448042,-90.179833
K GEN,"460 Texas Gulf Rd, Bourg, LA 70343, USA",Bourg,Louisiana,Terrebonne,70343,Generac,Yes,Yes,Yes,NA,985-688-8172,,https://www.facebook.com/kgenelectrical/,,,29.575534,-90.5901627
LAJAUNIE'S A/C & ELECTRICAL REPAIR,"100 WOODLAND DR., THIBODAUX, LA 70301, USA",THIBODAUX,Louisiana,Lafourche,70301,Generac,Yes,Yes,No,NA,985-447-9999,,https://www.facebook.com/LaJaunies-AC-Electrical-Repair-LLC-119901558078212/,,,29.8421243,-90.81203339999999
